,Search term,Keyword,Similarity Score,Keyword vs Account Similarity,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match,Added/Excluded
17415,roof shingle repair,damaged roof repair,0.7428008317947388,0.6359811425209045,0,0,1,2
17416,synthetic roofing shingles,roof installation company,0.5115017294883728,0.5247645378112793,1,0,0,2
17417,roof metals,roof installation company,0.5507603287696838,0.8466595411300659,1,0,0,2
17418,aluminum roofing,home roof replacement,0.4992419183254242,0.7652817964553833,1,0,0,2
17419,robs roofing llc,roofing companies near me,0.7118658423423767,0.7860610485076904,1,0,0,2
17420,j&m roofing,home roofing contractor,0.6579822301864624,0.7807199358940125,0,0,1,2
17421,cost per square to replace a roof,home roof replacement,0.6264057159423828,0.6038473844528198,0,0,1,2
17422,new roof for 900 sq ft home,residential roofing company,0.5346451997756958,0.6295174360275269,1,0,0,2
17423,roof tulsa,roof replacement company,0.5317032337188721,0.6367297172546387,0,0,1,2
17424,tulsa roofing contractor,roof repair contractor,0.7435768842697144,0.7554224729537964,0,0,1,2
17425,roofing companies that take payments near me,roofing payment plans,0.7501897811889648,0.8065847754478455,0,1,0,2
17426,roof sealeant,damaged roof repair,0.5535140633583069,0.6820435523986816,1,0,0,2
17427,rga broken arrow,roofers in broken arrow,0.3517369031906128,0.1236635223031044,1,0,0,2
17428,better business ratings of roofers,residential roofing company,0.7309634685516357,0.7321892976760864,1,0,0,2
17429,roof masters,roof repair contractor,0.6716200709342957,0.713925838470459,1,0,0,1
17430,roofers ponca city,local residential roofers,0.7215876579284668,0.7093902826309204,0,0,1,2
17431,pioneer roofing co,+roofing +construction +company,0.6772278547286987,0.8357272148132324,0,0,1,2
17432,roofing company phone number,roof repair company,0.7163699269294739,0.7052398920059204,0,0,1,2
17433,roofing companies with payment plans near me,+roofing +company +near +me,0.7118265628814697,0.7825620174407959,0,0,1,2
17434,sand springs roofing contractor,top roofing company,0.5923904776573181,0.7525261640548706,0,0,1,2
17435,farmers insurance roof replacement,damaged roof repair,0.586905837059021,0.7470253109931946,1,0,0,2
17436,roof leak repair tulsa,roof repair tulsa,0.8862630128860474,0.6060780882835388,0,1,0,2
17437,roof needs replacing,home roof replacement,0.7714589238166809,0.8660699129104614,0,0,1,2
17438,roofing companies tulsa ok,roof repair service tulsa,0.8953664898872375,0.7747750282287598,0,1,0,2
17439,local roofers in the area,local residential roofers,0.924782931804657,0.817455530166626,0,1,0,2
17440,leaky roof repair,roof repair near me,0.6105976700782776,0.6420704126358032,1,0,0,2
17441,top knotch roofing,roofing companies near me,0.6021961569786072,0.6557414531707764,1,0,0,2
17442,budget roofing,roofers near me,0.5317762494087219,0.7817371487617493,1,0,0,2
17443,what constitutes hail damage on a roof,hail damage roof,0.8722293376922607,0.5490182638168335,0,0,1,2
17444,chingos roof,roofing companies near me,0.4336856603622436,0.6001960039138794,1,0,0,2
17445,how much to replace roof,+roofing +quote,0.5256986618041992,0.7077809572219849,0,1,0,2
17446,roof overhaul,damaged roof repair,0.7683175802230835,0.7997938990592957,0,1,0,2
17447,roof financing interest rates,roof installation company,0.5458223819732666,0.7101167440414429,1,0,0,2
17448,roofing companies near,roofers in my area,0.8182762265205383,0.8783369660377502,0,1,0,2
17449,impact roofing,roofing company service,0.5254353284835815,0.6390655040740967,0,0,1,1
17450,dillons roofing,roofing companies near me,0.7251144051551819,0.7859623432159424,1,0,0,2
17451,clayton roofing,home roofing contractor,0.6271467208862305,0.7487283945083618,1,0,0,2
17452,roof leaks and moore,roof repair services,0.5415719151496887,0.6074039340019226,1,0,0,1
17453,lifetime roof,roof installation company,0.6918471455574036,0.738909125328064,1,0,0,2
17454,construction stillwater ok,roofing in stillwater,0.6410370469093323,0.48744380474090576,1,0,0,2
17455,lucas roofing,roofers near me,0.608489453792572,0.7238651514053345,1,0,0,2
17456,roof replacement government grant,house roof replacement,0.6957098245620728,0.7405945658683777,0,0,1,2
17457,jp contractors roofing specialists,roof installation contractor,0.7195478677749634,0.7882648706436157,0,0,1,2
17458,provision roofing,residential roofing company,0.6992896795272827,0.7764570713043213,1,0,0,1
17459,honest abe's roofing,local roofer,0.6338739395141602,0.6625308394432068,0,0,1,2
17460,residential roof inspection report,residential roofing company,0.6370652914047241,0.6412213444709778,1,0,0,2
17461,roofing tahlequah ok,roof installation service,0.5575047731399536,0.6453983783721924,0,0,1,2
17462,designer shingles,roofing company in my area,0.4614665806293487,0.5367626547813416,1,0,0,2
17463,alco roofing,roof installation company,0.6798515915870667,0.7203042507171631,1,0,0,2
17464,roof specialists near me,roofing company near me,0.8582627177238464,0.8244478702545166,0,1,0,2
17465,tt roofing,roof installation company,0.6522749662399292,0.6972129344940186,0,0,1,2
17466,hri roofing,roofing contractor service,0.6161342263221741,0.6774742603302002,0,0,1,1
17467,owasso roofers,roofing contractor company,0.5583745837211609,0.6156023144721985,0,0,1,2
17468,roofing contractors tulsa ok,roofing contractor around me,0.6710191965103149,0.7813489437103271,0,0,1,2
17469,how are clay roof tiles installed,tile roof installation,0.7087931036949158,0.4540756940841675,0,0,1,2
17470,photovoltaic shingles,roof installation company,0.3783554434776306,0.41671517491340637,1,0,0,1
17471,roofing contractors tulsa ok,new roof installation,0.4866867959499359,0.7813489437103271,0,0,1,2
17472,roofers in tulsa oklahoma,roof repair expert,0.682759165763855,0.7740653157234192,0,0,1,2
17473,local roofers,roofing contractors near me,0.8262802362442017,0.8433705568313599,0,1,0,2
17474,roof and chimney repair,roof repair near me,0.6630632877349854,0.6856726408004761,1,0,0,2
17475,roofers in tulsa oklahoma,roof repair company tulsa,0.8628743886947632,0.7740653157234192,0,1,0,2
17476,cost to reroof a house,+home +roof +replacement,0.4066887199878692,0.30480509996414185,0,0,1,2
17477,roofing tiles,roof repair services,0.5852800011634827,0.6347872614860535,1,0,0,1
17478,wind blew shingles off roof insurance,roof repair near me,0.5321155786514282,0.5823255181312561,1,0,0,2
17479,a citizens roofing,residential roofing company,0.6654932498931885,0.7538393139839172,0,0,1,2
17480,certainteed independence shingles,roof installation company,0.3067206144332886,0.3948075771331787,1,0,0,2
17481,roofers tulsa oklahoma,licensed roofing company,0.6983285546302795,0.7771697044372559,0,0,1,2
17482,bekin roofing,roofing companies near me,0.6019409894943237,0.6310925483703613,1,0,0,2
17483,best roofs for houses,home roof replacement,0.6702679991722107,0.6037707328796387,1,0,0,2
17484,roofco,home roofing contractor,0.5331434011459351,0.6139596700668335,0,0,1,2
17485,home again roofing tulsa,roofing company in tulsa ok,0.7465684413909912,0.6942605972290039,0,0,1,2
17486,closed valley roof,roofing companies near me,0.5180239081382751,0.6584175825119019,1,0,0,2
17487,roof shingle replacement,roof repair services,0.6077074408531189,0.6505999565124512,1,0,0,2
17488,roofing recommendations,roofing company in my area,0.6846042275428772,0.6751726865768433,1,0,0,2
17489,modified roofing,roof repair near me,0.5823450088500977,0.6839861869812012,1,0,0,2
17490,yellow jacket roofing,licensed roofing company,0.5425273180007935,0.6420484781265259,0,0,1,2
17491,grove roofing,local roofer,0.5981972813606262,0.6601762771606445,0,0,1,2
17492,s & j roofing,roof repair company,0.6946923136711121,0.7296833992004395,1,0,0,2
17493,roof pro,roofing company in my area,0.6084665060043335,0.6616518497467041,1,0,0,1
17494,roofing companies in,local residential roofers,0.8244836330413818,0.8876586556434631,0,1,0,2
17495,deason roofing,roofing companies near me,0.6630378365516663,0.7070682048797607,1,0,0,2
17496,roof insurance coverage,damaged roof repair,0.6077450513839722,0.6664199233055115,1,0,0,2
17497,how much is it to roof a house,+roofing +quote,0.5370413064956665,0.6291761994361877,0,1,0,2
17498,asphalt shingles tulsa,roofers in tulsa,0.691961407661438,0.5523411631584167,1,0,0,2
17499,belton roofing,roofing contractor service,0.5961917638778687,0.6895796060562134,0,0,1,2
17500,dynamic restoration,roof installation company,0.0992351472377777,0.22159123420715332,1,0,0,1
17501,state farm roof deductible,damaged roof repair,0.4201345145702362,0.518825888633728,1,0,0,2
17502,abel roofing,residential roofing contractor,0.5904263257980347,0.7344160079956055,1,0,0,1
17503,architectural roof shingles,roofing companies near me,0.5953730344772339,0.6454062461853027,1,0,0,1
17504,roofer jenks ok,roofing company jenks ok,0.8557599782943726,0.6535047292709351,0,1,0,2
17505,am best roofing,roofers near me,0.6579251289367676,0.7455108761787415,1,0,0,2
17506,patterson roofing company,+roof +replacement +company,0.6288444399833679,0.826043963432312,0,0,1,2
17507,roofing in tulsa,home roofing contractor,0.631650984287262,0.7118867635726929,0,0,1,2
17508,roofing in tulsa,roofing contractor in tulsa,0.8224326372146606,0.7118867635726929,0,1,0,2
17509,serv pro water damage,damaged roof repair,0.3435666561126709,0.3093973398208618,1,0,0,2
17510,art's roofing,roof repair company,0.6266893148422241,0.7176622152328491,1,0,0,2
17511,cedar shingles near me,roofers near me,0.6819134950637817,0.5816550254821777,1,0,0,2
17512,roofers in enid oklahoma,+roofing +company +service,0.6756014227867126,0.7570476531982422,0,0,1,2
17513,top roofing companies near me,roofers in my area,0.7814286947250366,0.8355504274368286,0,1,0,2
17514,nash roofing and construction,home roofing contractor,0.657951831817627,0.7396197319030762,0,0,1,2
17515,unearroofing,residential roofing company,0.1192272305488586,0.23932510614395142,1,0,0,2
17516,install roof shingles over existing layer,home roof installation,0.6247290372848511,0.4901998043060303,0,0,1,2
17517,c and m roofing,+roofing +contractor +service,0.653319239616394,0.7298967838287354,0,0,1,2
17518,camelot roofing,roofers near me,0.6171724796295166,0.7012436389923096,1,0,0,1
17519,camelot roofing,local roofer,0.6490494608879089,0.7012436389923096,0,0,1,1
17520,tulsa roof,roof installation company,0.5948635935783386,0.6750913858413696,0,0,1,2
17521,gaf timberline roofing system,gaf roofing company,0.7248769402503967,0.5673954486846924,0,0,1,2
17522,wind damage to roof insurance claim,damaged roof repair,0.6693616509437561,0.5908104181289673,1,0,0,2
17523,home guard roofing and restoration,roof installation company,0.6115894913673401,0.6777606010437012,0,0,1,2
17524,roofing bid,roof repair services,0.6342041492462158,0.804572343826294,1,0,0,2
17525,best roofing and general contracting,good roofing company,0.8052141666412354,0.8239330649375916,0,0,1,2
17526,roof company near me,best local roofing companies,0.8038519620895386,0.8824601173400879,0,1,0,2
17527,roofing companies springfield mo,+roofing +contractor +service,0.613386869430542,0.7620790004730225,0,0,1,2
17528,roofing broken arrow,roofers in broken arrow,0.729566752910614,0.5506563186645508,0,1,0,2
17529,roofing tiles near me,roof repair near me,0.7268905639648438,0.7108652591705322,1,0,0,2
17530,certainteed belmont colonial slate,roof installation company,0.216687723994255,0.29885411262512207,1,0,0,2
17531,roof me,roofing company in my area,0.4896833002567291,0.6210625767707825,1,0,0,2
17532,broken arrow roofers,residential roofing contractor,0.4721819460391998,0.6450459957122803,0,0,1,2
17533,roofing franchises,roof repair company,0.783462405204773,0.8446928858757019,1,0,0,2
17534,elk roofing,roofing companies near me,0.5220929384231567,0.5861967206001282,1,0,0,2
17535,roof fascia,roofing company in my area,0.5122188329696655,0.5905336141586304,1,0,0,2
17536,a team roofing,roofing companies near me,0.5808204412460327,0.6496556997299194,1,0,0,2
17537,roof claim state farm,damaged roof repair,0.5345761775970459,0.6475976705551147,1,0,0,2
17538,roofer left roof exposed,roofers near me,0.5209994316101074,0.5700555443763733,1,0,0,2
17539,tulsa ok roofing contractor,roofing contractor around me,0.6812174320220947,0.7626049518585205,0,0,1,2
17540,joe's roofing,home roofing contractor,0.6428899168968201,0.7691774368286133,1,0,0,2
17541,hail damage on shingles,hail damage to asphalt shingles,0.9222606420516968,0.5214999914169312,0,1,0,2
17542,g a p roofing,roofing company service,0.6552991271018982,0.726689338684082,0,0,1,2
17543,davinci shake shingles,home roof replacement,0.1957787573337555,0.293865442276001,1,0,0,2
17544,dg roofing,roofing companies near me,0.6243151426315308,0.6645528078079224,0,0,1,2
17545,stanton roofing,local residential roofers,0.6090682744979858,0.6741414070129395,0,0,1,2
17546,bbb tulsa roofers,roofing company in tulsa ok,0.8277116417884827,0.70991051197052,0,0,1,2
17547,ra roofing,house roof repair,0.6401833295822144,0.6816036701202393,0,0,1,2
17548,randy roofing,local residential roofers,0.5948688983917236,0.6554772853851318,0,0,1,2
17549,roofing companies in stillwater ok,roof repair in stillwater,0.7713437676429749,0.7750993371009827,0,0,1,2
17550,roofers coweta ok,+roof +replacement +company,0.5326575040817261,0.6701523065567017,0,0,1,2
17551,campbell roofing,+roofing +company +service,0.6969668865203857,0.763706386089325,0,0,1,2
17552,roofing companies broken arrow ok,top roofing company,0.6957670450210571,0.7394480109214783,0,0,1,2
17553,brb roofing muskogee ok,residential roofing company,0.5956346988677979,0.7342751026153564,1,0,0,2
17554,twinco roofing,residential roofing company,0.5975311994552612,0.6977008581161499,1,0,0,2
17555,srs roofing near me,roofing contractor nearby,0.6763477325439453,0.7143596410751343,0,0,1,2
17556,dunn rite roofing,residential roofing company,0.6239075660705566,0.718808650970459,1,0,0,1
17557,roof estimate cost,online roofing estimate,0.7541223168373108,0.7380084991455078,0,1,0,2
17558,roof repair near me free estimate,roofing companies near me,0.7182654142379761,0.7301018834114075,0,0,1,2
17559,roof inspection chalk markings,roof repair inspection,0.5538779497146606,0.46998414397239685,0,0,1,2
17560,sherlock home roofing,+roof +replacement +company,0.5688257217407227,0.6715741157531738,0,0,1,2
17561,tile roofing tulsa,roofing companies near me,0.5428488254547119,0.5849466919898987,0,0,1,2
17562,how much does it cost to replace a roof on a 3000 square foot house,+house +roof +replacement,0.6303428411483765,0.5729379653930664,0,0,1,2
17563,does insurance pay for new roof,roof repair services,0.528275191783905,0.5797815918922424,1,0,0,2
17564,roofing places,roofing company,0.8014281392097473,0.8301467895507812,0,1,0,2
17565,oklahoma roofing contractor,roof replacement contractor,0.6875870823860168,0.7926483154296875,0,0,1,2
17566,roofer tulsa,roofers in tulsa ok,0.9030466079711914,0.7143223881721497,0,1,0,2
