,Search term,Keyword,Added/Excluded,Similarity Score,Match Type_Broad match,Match Type_Exact match,Match Type_Phrase match
12672,residential roofing contractors near me,roof repair in my area,2,0.736056387424469,0,1,0
12673,everything you need to know about roofing,residential roofing contractor,2,0.6252028346061707,1,0,0
12674,broken arrow roofers,+roofing +contractor +service,2,0.45996028184890747,0,0,1
12675,roofing claremore,+roof +repair +company,2,0.5152490735054016,0,0,1
12676,mccain roofing,residential roofing company,2,0.5870351791381836,1,0,0
12677,cofer,roofing companies near me,2,0.12343519926071167,1,0,0
12678,roof damage,damaged roof repair,2,0.8346656560897827,1,0,0
12679,shingles broken arrow ok,roofers in broken arrow,1,0.633726954460144,1,0,0
12680,storm guard roofing,roof installation company,2,0.6203617453575134,1,0,0
12681,jayco roofing,residential roofing company,2,0.6551870107650757,0,0,1
12682,chapel roofing,roofing companies near me,2,0.5852097272872925,1,0,0
12683,class a roofing,home roof replacement,2,0.5571078062057495,1,0,0
12684,this old house roofing,roof installation company,2,0.6099472045898438,0,0,1
12685,roofing contractors south,residential roofing contractor,2,0.8122438192367554,1,0,0
12686,composite clay roof tiles,residential tile roofing,2,0.6867914199829102,0,0,1
12687,eastern roofing company,roofing company service,2,0.7469489574432373,0,0,1
12688,state wide roofing,residential roofing company,1,0.6014034152030945,1,0,0
12689,ez roofing,roof repair near me,1,0.6337465047836304,1,0,0
12690,roof ceiling leak repair,+roof +leak +repair,2,0.7568661570549011,0,1,0
12691,h r roofing,roofers near me,2,0.6302781105041504,1,0,0
12692,roofong,roofing company,2,0.4971155822277069,0,1,0
12693,j and j roofing,residential roofing contractor,1,0.6106520891189575,0,0,1
12694,roofers broken arrow ok,roof repair expert,2,0.4888007342815399,0,0,1
12695,ars roofing,roofing contractor service,2,0.557424783706665,0,0,1
12696,a list roofing,roof repair company,2,0.6675270795822144,0,0,1
12697,ondura roofing,residential roofing company,1,0.6285367012023926,1,0,0
12698,tile roofing companies near me,roofing contractor company,2,0.7190893888473511,0,0,1
12699,install roof shingles,+house +roof +installation,2,0.665385901927948,0,0,1
12700,aaron roofing,local roofer,2,0.5727343559265137,0,0,1
12701,roof adjuster,roof repair services,1,0.619472324848175,1,0,0
12702,next level roofing llc,roofing companies near me,2,0.7235220074653625,1,0,0
12703,roofing company tulsa ok,roofers near me,2,0.6733880639076233,0,0,1
12704,roof leak detection near me,house roof repair,2,0.47793710231781006,0,0,1
12705,shingle company near me,find roofers near me,2,0.6452395915985107,0,0,1
12706,acc roofing,+roofing +contractor +service,1,0.6556561589241028,0,0,1
12707,roof tuneup,damaged roof repair,2,0.6602030992507935,1,0,0
12708,shirley roofing,local roofing contractor,2,0.6180710792541504,0,0,1
12709,the best roofing company,+best +roofing +contractor,2,0.8127526044845581,0,1,0
12710,trc roofing,residential roofing contractor,2,0.55507493019104,1,0,0
12711,affordable roofers near me,residential roofing company,2,0.6769796013832092,0,0,1
12712,ccc roofing,home roofing contractor,2,0.5915544033050537,1,0,0
12713,roof jacks,roof repair company,1,0.5706985592842102,1,0,0
12714,a&m roofing,roofing contractor service,2,0.6397227048873901,0,0,1
12715,keiths roofing,local roofer,2,0.7358040809631348,0,0,1
12716,joplin roofing,roof repair in my area,2,0.636418879032135,0,0,1
12717,tex roof,roof repair services,2,0.49092864990234375,1,0,0
12718,engineered roofing systems,residential roofing company,2,0.6571807861328125,1,0,0
12719,gale o boyer roofing,roofing company service,2,0.6238064169883728,0,0,1
12720,mrs roofing,roof installation company,2,0.5618053078651428,0,0,1
12721,best roofing company near me,roofers in my area,2,0.7847933173179626,0,1,0
12722,roof shingles nearby,roof repair services,2,0.5316122174263,1,0,0
12723,roofrus,local roofing contractor,2,0.45131462812423706,0,0,1
12724,dead valley roof solution,roof repair company,2,0.530726432800293,1,0,0
12725,shingkes roof,residential roofing company,2,0.5720325112342834,1,0,0
12726,mcgill roofing,roofing contractor service,1,0.5761711597442627,0,0,1
12727,roofit tulsa,roof repair service tulsa,2,0.7977268695831299,1,0,0
12728,pam ash roof,residential roofing company,2,0.44734999537467957,1,0,0
12729,tile roof,roof repair company,1,0.5649804472923279,1,0,0
12730,crawford roofing,roofing companies near me,2,0.6758632063865662,1,0,0
12731,homeguard roofing,+roof +replacement +company,2,0.5746324062347412,0,0,1
12732,highest rated roofing companies near me,home roofing contractor,2,0.6576604843139648,1,0,0
12733,tulsa roofing companies,roof repair company,2,0.747871458530426,0,0,1
12734,storm group roofing,+roofing +company +service,2,0.5804371237754822,0,0,1
12735,roof replacement specifications,home roof replacement,2,0.7967395782470703,0,0,1
12736,cost of new roof for 1500 sq ft house,new house roofing,2,0.6274205446243286,0,0,1
12737,roofing contractors tulsa ok,residential roofing company,2,0.7252049446105957,0,0,1
12738,houston heights roofers,roof repair near me,2,0.67286217212677,1,0,0
12739,paul roofing,residential roofing contractor,2,0.5038655996322632,1,0,0
12740,brochu roofing enid ok,roofing contractor company,2,0.5958746075630188,0,0,1
12741,rn roofing,roofing company service,2,0.6275482773780823,0,0,1
12742,roof valley shingle installation,roof installation company,2,0.5384006500244141,1,0,0
12743,rw elite,residential roofing company,2,0.16627028584480286,1,0,0
12744,camelot roofing,roofing company in my area,1,0.6668887734413147,1,0,0
12745,best roofing companies tulsa ok,roofing in tulsa ok,2,0.8840641975402832,0,1,0
12746,roofing companies in tulsa,roofers near me,2,0.6258442401885986,0,0,1
12747,when should a roof be replaced,house roof replacement,2,0.6974159479141235,0,0,1
12748,roofer in bixby,roofing company bixby,2,0.8353832960128784,0,1,0
12749,roofers bear me,roofing contractors near me,2,0.484921395778656,0,1,0
12750,tulsa roofing and home remodel,roof repair contractor tulsa,2,0.8027619123458862,0,0,1
12751,find a good roofer near me,roofing company near me,2,0.8161408305168152,0,1,0
12752,decorative roofing,roof installation company,2,0.616439163684845,1,0,0
12753,roofers ardmore ok,home roofing contractor,2,0.5801042318344116,0,0,1
12754,newpro roofing,roofing companies near me,2,0.642351508140564,0,0,1
12755,ces roofing,roofers near me,2,0.5936472415924072,1,0,0
12756,tile roof house,+house +tile +roofing,2,0.8383669853210449,0,1,0
12757,roofing contingency agreement,roofing payment plans,2,0.7031552195549011,1,0,0
12758,roofing chesterfield va,residential roofing company,2,0.5535469651222229,1,0,0
12759,aaa roof,residential roofing contractor,2,0.43319380283355713,1,0,0
12760,tamco com,residential roofing company,2,0.2546252906322479,1,0,0
12761,roofing companies in shreveport,roof repair company,2,0.7441235780715942,0,0,1
12762,gaf certified contractors,roof repair contractor,2,0.5046362280845642,0,0,1
12763,valley roofing,residential roofing contractor,1,0.5907063484191895,1,0,0
12764,straightline roofing,roofing companies near me,1,0.5640181303024292,1,0,0
12765,todd chapman roofing,roof repair company,2,0.603253185749054,1,0,0
12766,faulkner roofing,+roof +replacement +company,2,0.5550793409347534,0,0,1
12767,a team roofing,roof installation company,2,0.6257694959640503,1,0,0
12768,alpha roofing,roofers near me,2,0.5268309712409973,1,0,0
12769,stillwater roofing companies,roofing company stillwater,2,0.956154465675354,0,1,0
12770,classic roofing,roofing company service,1,0.5581496357917786,0,0,1
12771,local roofing contractors,+local +roofing +contractor,2,0.8857429623603821,0,1,0
12772,owens corning roofing,home roof installation,2,0.5309488773345947,0,0,1
12773,coweta roof repair,damaged roof repair,2,0.711565375328064,0,0,1
12774,perrys roofing,roof repair services,1,0.6643513441085815,1,0,0
12775,residential roof repair tulsa ok,roofing companies near me,2,0.6461312770843506,0,0,1
12776,bulletproof roofing,roof repair services,2,0.5341888070106506,1,0,0
12777,slate roofing shingles,residential roofing company,2,0.4613671600818634,1,0,0
12778,best roofing company seattle,best roofing contractor,2,0.7691987752914429,0,0,1
12779,roofing companies jenks,roofing contractor in my area,2,0.6430850028991699,0,0,1
12780,legacy roofing tulsa,roofing company in tulsa ok,2,0.8091937899589539,0,0,1
12781,roofing tiles near me,roofers near me,2,0.7445105910301208,1,0,0
12782,rollo roofing,+roof +replacement +company,2,0.6110135316848755,0,0,1
12783,post roofing,roofers near me,2,0.5806796550750732,1,0,0
12784,reflective roof shingles,roofing company in my area,2,0.48377805948257446,1,0,0
12785,storm guard roofing,roofing company service,2,0.55072420835495,0,0,1
12786,roof leak tulsa,roof repair tulsa,2,0.812890887260437,0,1,0
12787,guttering companies in tulsa,roofing contractor in tulsa,2,0.6976374983787537,1,0,0
12788,clay tile roof installation,residential tile roofing,2,0.7255107164382935,0,0,1
12789,smooth finish roofing,residential roofing contractor,2,0.4558259844779968,1,0,0
12790,becerra roofing,roofing company in my area,2,0.5978343486785889,0,0,1
12791,berkshire shingles,roofing companies near me,2,0.402141809463501,1,0,0
12792,how much for a roof replacement,home roof replacement,2,0.720217227935791,0,0,1
12793,composition shingles,home roof replacement,2,0.3638470768928528,1,0,0
12794,l&m roofing,roofing contractor service,2,0.6872760057449341,0,0,1
12795,free roof replacement for seniors,+house +roof +replacement,2,0.6137301921844482,0,0,1
12796,hail damage to tile roofing,hail storm roof damage,2,0.8417646288871765,0,0,1
12797,leonard roofing,local roofer,2,0.6729040741920471,0,0,1
12798,paramount roofing and construction,home roofing contractor,2,0.683960497379303,1,0,0
12799,small hole in roof repair,+house +roof +repair,2,0.42845872044563293,0,0,1
12800,roofing companies mcalester ok,top roofing contractor,2,0.5691875219345093,0,0,1
12801,free estimates roof repair,roof repair free estimate,2,0.9631911516189575,0,1,0
12802,campany roofing oneida,home roofing contractor,2,0.5337620377540588,0,0,1
12803,roofing force joplin,roofing company service,2,0.47514259815216064,0,0,1
12804,roofers bixby,residential roofing company,2,0.5871002674102783,1,0,0
12805,tahlequah roofers,roof repair roofers,2,0.6629573106765747,0,0,1
12806,roofing contractors near me,home roofers,2,0.7194662690162659,0,1,0
12807,repair shingle roof leak,+roof +leak +repair,2,0.7181001901626587,0,0,1
12808,roof tile,+house +tile +roofing,1,0.7788524031639099,0,1,0
12809,fricker roofing,roofing contractor service,1,0.561235785484314,0,0,1
12810,roof repair jenks,roof repair,2,0.824000358581543,0,0,1
12811,dans roofing,+roofing +contractor +service,2,0.5989092588424683,0,0,1
12812,springfield roofing company,roofers near me,2,0.6270765662193298,1,0,0
12813,roofing and restoration near me,roofing company near me,2,0.8373361229896545,0,1,0
12814,toro roofing,roofing contractor service,2,0.5247641801834106,0,0,1
12815,roofco inc,roof installation company,2,0.8009668588638306,1,0,0
12816,roof roof,roofing companies near me,2,0.5172580480575562,1,0,0
12817,roofing estimate,+roofing +estimates,2,0.884271502494812,0,1,0
12818,best roofers in tulsa,residential roof repair,2,0.5791975259780884,0,0,1
12819,squirrel roof damage repair,roof repair,2,0.6855427026748657,0,0,1
12820,shingles near me,roof repair near me,1,0.5157509446144104,1,0,0
12821,tulsa roof company,roofing in tulsa ok,2,0.8338910341262817,0,1,0
12822,hail roof damage insurance,hail damage roof,2,0.7988152503967285,0,0,1
12823,tulsa roof inspections,roof repair inspection,2,0.7314739227294922,0,0,1
12824,c&a roofing,roof repair company,1,0.6702026724815369,1,0,0
12825,metall roof,residential roofing company,2,0.5197058320045471,1,0,0
12826,frost on inside of roof in attic,damaged roof repair,2,0.4950721561908722,1,0,0
12827,nation roofing,roof repair company,2,0.7172108292579651,1,0,0
12828,claremore roofing company,roofing in claremore,1,0.8294491767883301,0,1,0
12829,residential roofers tulsa,local residential roofers,2,0.7671985030174255,0,0,1
12830,lincoln roofing,+roofing +company +service,2,0.6342936754226685,0,0,1
12831,home repair contractors near me,home roofing contractor,1,0.6132184863090515,1,0,0
12832,gaf minneapolis,gaf roofing company,2,0.49107569456100464,0,0,1
12833,decra roofing installation,roof installation company,2,0.5671548843383789,0,0,1
12834,bitumen roof,roofing company in my area,2,0.4733909070491791,1,0,0
12835,roofing tulsa oklahoma,roofing company in my area,2,0.6626318097114563,0,0,1
12836,how much does it cost to get a new roof,home roof replacement,2,0.6317072510719299,0,0,1
12837,roofing companies ponca city,home roofing contractor,2,0.6116406917572021,0,0,1
12838,best roofing companies near me,roofing contractor in my area,2,0.7362018823623657,0,1,0
12839,franco roofing,home roofing contractor,2,0.6251853108406067,0,0,1
12840,bixby roofing,local roofer,2,0.6545425057411194,0,0,1
12841,gaf glenwood designer architectural shingles,gaf roofing company,2,0.7283197641372681,0,0,1
12842,roof companies near me,roofing company,2,0.8349878787994385,0,1,0
12843,manufactured home roof replacement,home roof replacement,2,0.9046769142150879,0,0,1
12844,kings roofing,roofing contractor service,1,0.5459771752357483,0,0,1
12845,vitaroofs,residential roofing company,2,0.1961105316877365,1,0,0
12846,redwood roofing,home roofing contractor,2,0.5545315742492676,1,0,0
12847,pizano roofing,roofing contractor service,1,0.5801615118980408,0,0,1
12848,bone dry roofing,+house +roof +repair,2,0.5090728402137756,0,0,1
12849,mama bear roofing,local roofer,2,0.5946624279022217,0,0,1
12850,better business bureau roofing companies,+roof +replacement +company,2,0.6455082297325134,0,0,1
12851,grant for roof replacement,roofing companies near me,2,0.49290892481803894,1,0,0
12852,roof replacement cost 2022,home roof replacement,2,0.5917331576347351,0,0,1
12853,soffit repair near me,roofing companies near me,1,0.5382044315338135,1,0,0
12854,roofing companies that finance near me,roofing companies near me that finance,2,0.97507244348526,0,1,0
12855,roofers tulsa,roofing contractor around me,2,0.5437242388725281,0,0,1
12856,dan's roofing tulsa,roofing contractor service,1,0.5795612335205078,0,0,1
12857,extremeroofing,roof installation company,2,0.3198571801185608,1,0,0
12858,s&j roofing,roofing company service,2,0.6886481046676636,0,0,1
12859,how much does it cost for a new roof,home roof replacement,2,0.6112737655639648,0,0,1
